age,job,marital,education,Account_Balance,Channel,month,Campaign_Contacts,Previous_Outcome,Converted,Month_No
31,management,single,tertiary,15,cellular,aug,2,unknown,0,8
35,technician,single,tertiary,272,cellular,aug,2,unknown,0,8
54,management,married,tertiary,500,cellular,aug,4,unknown,0,8
42,technician,married,secondary,5455,cellular,aug,4,unknown,0,8
34,technician,single,secondary,1763,cellular,aug,2,unknown,0,8
43,management,single,tertiary,0,cellular,aug,2,unknown,0,8
46,technician,divorced,secondary,-11,cellular,aug,2,unknown,0,8
43,technician,divorced,secondary,159,cellular,aug,2,unknown,0,8
47,blue-collar,married,primary,4520,cellular,aug,2,unknown,0,8
31,management,single,tertiary,448,cellular,aug,2,unknown,0,8
32,technician,married,secondary,3184,cellular,aug,2,unknown,0,8
35,technician,married,secondary,0,cellular,aug,2,unknown,0,8
46,self-employed,married,secondary,942,cellular,aug,4,unknown,0,8
59,retired,married,secondary,997,cellular,aug,4,unknown,0,8
30,management,single,tertiary,4889,cellular,aug,2,unknown,1,8
34,technician,divorced,secondary,259,cellular,aug,2,unknown,0,8
53,services,married,secondary,1242,cellular,aug,2,unknown,0,8
59,management,married,tertiary,518,cellular,aug,2,unknown,0,8
46,blue-collar,married,unknown,209,cellular,aug,2,unknown,0,8
35,unknown,married,tertiary,1260,cellular,aug,9,unknown,0,8
43,technician,divorced,secondary,1532,cellular,aug,2,unknown,0,8
45,technician,married,tertiary,1780,cellular,aug,4,unknown,0,8
36,management,married,tertiary,-2,cellular,aug,2,unknown,0,8
30,technician,single,secondary,54,cellular,aug,2,unknown,0,8
34,management,single,tertiary,-292,cellular,aug,2,unknown,0,8
42,housemaid,married,primary,-209,cellular,aug,2,unknown,0,8
60,retired,married,secondary,1210,cellular,aug,2,unknown,0,8
52,unknown,married,primary,5521,cellular,aug,4,unknown,0,8
45,blue-collar,married,primary,2388,cellular,aug,2,unknown,0,8
33,technician,married,secondary,3470,cellular,aug,2,unknown,0,8
40,management,divorced,secondary,1148,cellular,aug,2,unknown,0,8
41,technician,single,secondary,214,cellular,aug,2,unknown,0,8
33,management,married,tertiary,901,cellular,aug,2,unknown,0,8
34,technician,married,secondary,1569,cellular,aug,2,unknown,0,8
39,management,married,tertiary,246,cellular,aug,2,unknown,0,8
46,admin.,married,secondary,1804,cellular,aug,2,unknown,0,8
43,technician,married,secondary,7876,cellular,aug,2,unknown,0,8
33,management,single,tertiary,1120,cellular,aug,2,unknown,1,8
57,housemaid,married,primary,2785,cellular,aug,4,unknown,1,8
32,housemaid,married,tertiary,834,cellular,aug,2,unknown,0,8
31,technician,single,tertiary,3194,cellular,aug,2,unknown,0,8
30,technician,married,secondary,671,cellular,aug,2,unknown,0,8
46,technician,married,secondary,159,cellular,aug,4,unknown,0,8
49,self-employed,married,tertiary,23917,cellular,aug,4,unknown,0,8
60,management,single,tertiary,2190,cellular,aug,2,unknown,0,8
60,retired,married,secondary,-240,cellular,aug,6,unknown,0,8
33,management,single,tertiary,0,cellular,aug,7,unknown,1,8
32,admin.,married,secondary,344,cellular,aug,15,unknown,0,8
35,technician,married,tertiary,416,cellular,aug,4,unknown,0,8
59,blue-collar,married,primary,754,cellular,aug,4,unknown,0,8
30,technician,married,tertiary,1045,cellular,aug,4,unknown,0,8
47,blue-collar,married,primary,4040,cellular,aug,5,unknown,0,8
53,housemaid,married,primary,1869,cellular,aug,4,unknown,0,8
41,technician,divorced,tertiary,3465,cellular,aug,4,unknown,0,8
45,blue-collar,married,secondary,751,cellular,aug,4,unknown,0,8
35,management,married,tertiary,43,cellular,aug,4,unknown,1,8
32,unemployed,married,tertiary,1364,cellular,aug,4,unknown,0,8
34,management,married,tertiary,1666,cellular,aug,4,unknown,0,8
60,retired,married,primary,172,cellular,aug,4,unknown,0,8
48,blue-collar,married,unknown,113,cellular,aug,13,unknown,0,8
41,management,divorced,tertiary,4495,cellular,aug,5,unknown,0,8
30,technician,single,secondary,3096,cellular,aug,4,unknown,0,8
40,housemaid,married,secondary,116,cellular,aug,4,unknown,0,8
37,admin.,married,tertiary,801,cellular,aug,7,unknown,0,8
33,management,married,tertiary,540,cellular,aug,4,unknown,0,8
45,technician,married,tertiary,548,cellular,aug,4,unknown,0,8
56,housemaid,married,unknown,1780,cellular,aug,2,unknown,0,8
46,management,single,tertiary,379,cellular,aug,6,unknown,0,8
46,blue-collar,married,unknown,8,cellular,aug,6,unknown,0,8
51,technician,divorced,secondary,0,cellular,aug,2,unknown,0,8
36,management,single,tertiary,4123,cellular,aug,2,unknown,0,8
33,management,married,tertiary,752,cellular,aug,4,unknown,0,8
49,technician,divorced,tertiary,917,cellular,aug,6,unknown,0,8
34,entrepreneur,married,secondary,223,cellular,aug,6,unknown,0,8
33,technician,divorced,secondary,370,cellular,aug,4,unknown,0,8
57,blue-collar,married,primary,856,cellular,aug,6,unknown,0,8
34,technician,married,tertiary,0,cellular,aug,4,unknown,0,8
55,housemaid,married,primary,578,cellular,aug,2,unknown,0,8
39,management,married,secondary,11835,cellular,aug,2,unknown,1,8
59,retired,married,secondary,1980,cellular,aug,2,unknown,0,8
32,technician,single,tertiary,300,cellular,aug,2,unknown,0,8
53,management,married,tertiary,0,cellular,aug,2,unknown,1,8
36,management,single,tertiary,741,cellular,aug,2,unknown,0,8
31,management,divorced,tertiary,416,cellular,aug,2,unknown,0,8
46,technician,divorced,secondary,256,cellular,aug,2,unknown,0,8
58,management,married,tertiary,889,cellular,aug,2,unknown,0,8
50,services,married,secondary,1,telephone,aug,10,unknown,0,8
46,services,married,secondary,2703,cellular,aug,6,unknown,0,8
58,retired,married,primary,0,cellular,aug,2,unknown,0,8
31,management,single,tertiary,498,cellular,aug,2,unknown,0,8
49,services,married,secondary,653,cellular,aug,2,unknown,0,8
30,management,married,tertiary,2960,cellular,aug,4,unknown,0,8
37,management,single,secondary,24,cellular,aug,4,unknown,0,8
59,services,married,secondary,108,cellular,aug,4,unknown,0,8
43,technician,married,secondary,3723,cellular,aug,4,unknown,0,8
38,technician,divorced,secondary,410,cellular,aug,6,unknown,0,8
55,technician,single,secondary,149,cellular,aug,15,unknown,0,8
30,management,single,tertiary,725,cellular,aug,4,unknown,0,8
39,management,married,secondary,215,cellular,aug,4,unknown,1,8
33,management,married,tertiary,299,cellular,aug,4,unknown,0,8
48,blue-collar,married,secondary,794,cellular,aug,6,unknown,0,8
41,management,married,secondary,456,cellular,aug,4,unknown,1,8
41,technician,single,secondary,134,cellular,aug,4,unknown,0,8
53,self-employed,married,tertiary,217,cellular,aug,5,unknown,0,8
47,technician,married,tertiary,1127,cellular,aug,6,unknown,0,8
55,blue-collar,married,primary,1512,cellular,aug,4,unknown,0,8
32,management,single,secondary,2018,cellular,aug,1,unknown,1,8
36,housemaid,single,secondary,28,cellular,aug,2,unknown,0,8
32,technician,married,secondary,999,cellular,aug,3,unknown,0,8
40,technician,married,secondary,32,cellular,aug,4,unknown,0,8
34,management,single,tertiary,421,cellular,aug,3,unknown,0,8
37,technician,married,tertiary,-681,cellular,aug,3,unknown,0,8
32,management,married,tertiary,713,cellular,aug,7,unknown,0,8
35,management,married,tertiary,569,cellular,aug,3,unknown,0,8
38,self-employed,single,tertiary,982,cellular,aug,3,unknown,0,8
37,management,married,tertiary,0,cellular,aug,4,unknown,0,8
53,management,divorced,secondary,112,cellular,aug,3,unknown,0,8
57,retired,married,secondary,13834,cellular,aug,1,unknown,0,8
48,technician,divorced,secondary,353,cellular,aug,1,unknown,0,8
35,technician,married,tertiary,22,cellular,aug,1,unknown,0,8
30,management,single,tertiary,1191,cellular,aug,4,unknown,0,8
31,management,married,tertiary,4945,cellular,aug,1,unknown,0,8
40,technician,married,secondary,4186,cellular,aug,1,unknown,0,8
47,services,married,primary,206,cellular,aug,3,unknown,0,8
35,technician,married,secondary,289,cellular,aug,10,unknown,0,8
31,management,married,secondary,0,cellular,aug,1,unknown,1,8
35,management,single,tertiary,-1980,cellular,aug,1,unknown,0,8
30,technician,single,tertiary,2784,cellular,aug,1,unknown,0,8
42,management,married,tertiary,187,cellular,aug,1,unknown,0,8
32,technician,single,tertiary,741,cellular,aug,1,unknown,0,8
45,admin.,married,secondary,111,cellular,aug,1,unknown,0,8
33,technician,married,secondary,1166,cellular,aug,3,unknown,0,8
59,blue-collar,married,primary,914,cellular,aug,8,unknown,0,8
37,management,married,tertiary,2672,cellular,aug,1,unknown,0,8
40,self-employed,married,tertiary,271,cellular,aug,4,unknown,0,8
32,technician,single,tertiary,1100,cellular,aug,1,unknown,0,8
32,management,married,tertiary,1086,cellular,aug,3,unknown,0,8
51,technician,single,secondary,8538,cellular,aug,2,unknown,0,8
31,blue-collar,married,secondary,-204,cellular,aug,7,unknown,0,8
33,technician,married,tertiary,2586,cellular,aug,3,unknown,0,8
37,technician,single,secondary,4,cellular,aug,1,unknown,1,8
59,retired,married,primary,-13,cellular,aug,1,unknown,0,8
32,management,married,tertiary,1208,cellular,aug,3,unknown,0,8
30,technician,single,tertiary,4459,cellular,aug,2,unknown,0,8
38,technician,married,tertiary,-3,cellular,aug,3,unknown,0,8
52,admin.,married,secondary,7742,cellular,aug,3,unknown,0,8
32,housemaid,married,secondary,3832,cellular,aug,3,unknown,0,8
37,management,married,tertiary,825,cellular,aug,5,unknown,0,8
34,technician,single,secondary,4676,cellular,aug,3,unknown,0,8
30,management,single,tertiary,6493,cellular,aug,5,unknown,0,8
33,technician,single,tertiary,443,cellular,aug,5,unknown,0,8
32,technician,single,tertiary,543,cellular,aug,3,unknown,0,8
30,management,married,tertiary,1882,cellular,aug,5,unknown,0,8
43,unemployed,married,secondary,223,cellular,aug,4,unknown,0,8
31,technician,single,secondary,2,cellular,aug,4,unknown,0,8
43,management,married,secondary,2411,cellular,aug,7,unknown,0,8
31,management,married,tertiary,3739,cellular,aug,3,unknown,0,8
31,self-employed,single,secondary,762,cellular,aug,3,unknown,0,8
47,services,married,secondary,24,cellular,aug,3,unknown,0,8
49,management,married,tertiary,4594,cellular,aug,3,unknown,0,8
32,management,single,tertiary,1434,cellular,aug,3,unknown,0,8
30,technician,single,tertiary,290,cellular,aug,5,unknown,0,8
56,services,divorced,secondary,476,cellular,aug,7,unknown,0,8
59,technician,married,secondary,478,cellular,aug,5,unknown,0,8
47,retired,married,secondary,-71,cellular,aug,5,unknown,0,8
30,technician,married,tertiary,8351,cellular,aug,3,unknown,0,8
50,blue-collar,married,primary,0,cellular,aug,5,unknown,0,8
42,management,married,tertiary,1161,cellular,aug,5,unknown,0,8
53,self-employed,married,primary,2639,cellular,aug,4,unknown,0,8
51,blue-collar,married,primary,541,cellular,aug,3,unknown,1,8
43,management,married,tertiary,8,cellular,aug,4,unknown,0,8
36,technician,divorced,secondary,487,cellular,aug,3,unknown,0,8
31,technician,married,secondary,30,telephone,aug,5,unknown,0,8
55,unknown,married,secondary,1785,cellular,aug,3,unknown,0,8
34,management,married,tertiary,519,cellular,aug,3,unknown,0,8
37,technician,married,secondary,5287,cellular,aug,2,unknown,0,8
40,management,divorced,tertiary,3426,cellular,aug,3,unknown,0,8
41,management,married,tertiary,0,cellular,aug,5,unknown,1,8
59,retired,married,tertiary,1296,cellular,aug,11,unknown,0,8
55,services,married,secondary,2120,cellular,aug,3,unknown,0,8
39,technician,married,secondary,3663,cellular,aug,3,unknown,0,8
35,technician,single,secondary,354,cellular,aug,3,unknown,1,8
59,retired,married,secondary,5219,cellular,aug,3,unknown,0,8
48,blue-collar,married,primary,719,cellular,aug,5,unknown,1,8
46,technician,divorced,tertiary,0,cellular,aug,5,unknown,0,8
50,self-employed,married,secondary,111,cellular,aug,3,unknown,0,8
38,services,single,secondary,9609,cellular,aug,9,unknown,0,8
57,blue-collar,married,secondary,14093,cellular,aug,5,unknown,0,8
35,management,single,tertiary,863,cellular,aug,2,unknown,0,8
53,retired,divorced,secondary,451,cellular,aug,5,unknown,0,8
34,management,married,tertiary,1054,cellular,aug,3,unknown,0,8
44,technician,divorced,secondary,12,cellular,aug,3,unknown,0,8
30,technician,single,secondary,3927,cellular,aug,1,unknown,0,8
53,blue-collar,married,primary,1301,cellular,aug,1,unknown,0,8
58,retired,married,secondary,11,cellular,aug,1,unknown,0,8
34,management,married,tertiary,828,cellular,aug,3,unknown,1,8
38,technician,married,tertiary,-267,cellular,aug,1,unknown,0,8
34,management,married,tertiary,2657,cellular,aug,3,unknown,0,8
33,management,single,tertiary,4782,cellular,aug,1,unknown,0,8
50,management,married,tertiary,412,cellular,aug,5,unknown,0,8
56,unknown,married,unknown,15088,cellular,aug,4,unknown,0,8
31,technician,single,secondary,433,cellular,aug,2,unknown,0,8
50,management,married,tertiary,1859,cellular,aug,5,unknown,0,8
45,blue-collar,married,primary,6753,cellular,aug,9,unknown,0,8
34,technician,single,tertiary,1039,cellular,aug,3,unknown,0,8
33,unknown,married,secondary,335,cellular,aug,7,unknown,0,8
52,technician,married,secondary,989,cellular,aug,1,unknown,0,8
32,management,single,tertiary,715,cellular,aug,1,unknown,0,8
44,management,married,tertiary,-61,cellular,aug,1,unknown,0,8
47,blue-collar,married,secondary,2787,cellular,aug,1,unknown,1,8
40,technician,married,secondary,1716,cellular,aug,8,unknown,0,8
59,admin.,divorced,secondary,636,cellular,aug,4,unknown,0,8
30,management,single,tertiary,115,cellular,aug,2,unknown,0,8
30,housemaid,single,tertiary,3362,cellular,aug,2,unknown,0,8
50,technician,divorced,secondary,3656,cellular,aug,2,unknown,0,8
32,technician,married,secondary,1568,cellular,aug,6,unknown,0,8
46,unemployed,married,secondary,2551,cellular,aug,2,unknown,1,8
32,management,divorced,tertiary,948,cellular,aug,2,unknown,0,8
59,management,married,tertiary,37,cellular,aug,9,unknown,0,8
60,retired,married,secondary,2722,cellular,aug,2,unknown,1,8
57,retired,married,primary,-12,cellular,aug,8,unknown,0,8
58,retired,married,secondary,764,cellular,aug,4,unknown,0,8
39,technician,married,secondary,52,cellular,aug,2,unknown,0,8
31,technician,single,secondary,826,cellular,aug,2,unknown,0,8
36,management,married,tertiary,171,cellular,aug,2,unknown,0,8
56,blue-collar,married,secondary,2395,cellular,aug,2,unknown,0,8
51,admin.,married,secondary,1535,cellular,aug,2,unknown,0,8
33,management,married,tertiary,685,cellular,aug,2,unknown,0,8
35,technician,married,secondary,482,cellular,aug,2,unknown,0,8
56,retired,married,secondary,-113,cellular,aug,2,unknown,0,8
44,self-employed,married,primary,4,cellular,aug,2,unknown,0,8
49,blue-collar,divorced,primary,1280,cellular,aug,2,unknown,0,8
44,technician,divorced,secondary,0,cellular,aug,2,unknown,0,8
54,management,married,tertiary,3020,cellular,aug,2,unknown,0,8
33,management,divorced,tertiary,-336,cellular,aug,2,unknown,0,8
37,management,married,secondary,0,cellular,aug,2,unknown,0,8
33,management,married,tertiary,855,cellular,aug,2,unknown,0,8
30,management,married,tertiary,646,cellular,aug,2,unknown,0,8
49,self-employed,married,secondary,1103,cellular,aug,2,unknown,0,8
31,management,single,tertiary,123,cellular,aug,2,unknown,0,8
33,technician,married,tertiary,980,cellular,aug,2,unknown,0,8
48,management,single,tertiary,5904,cellular,aug,2,unknown,0,8
39,management,married,secondary,1880,cellular,aug,2,unknown,1,8
30,management,divorced,tertiary,317,cellular,aug,2,unknown,0,8
46,entrepreneur,married,secondary,-880,cellular,aug,2,unknown,0,8
41,technician,single,secondary,297,cellular,aug,2,unknown,0,8
57,blue-collar,married,primary,2112,cellular,aug,2,unknown,1,8
49,admin.,married,secondary,300,cellular,aug,2,unknown,0,8
54,housemaid,married,primary,212,cellular,aug,4,unknown,0,8
30,housemaid,married,secondary,0,cellular,aug,2,unknown,0,8
31,management,single,tertiary,573,cellular,aug,2,unknown,0,8
30,management,single,tertiary,220,cellular,aug,2,unknown,0,8
35,management,married,tertiary,100,cellular,aug,2,unknown,0,8
35,management,married,tertiary,1383,cellular,aug,2,unknown,0,8
58,management,married,tertiary,5942,cellular,aug,2,unknown,0,8
40,housemaid,married,secondary,1050,cellular,aug,2,unknown,0,8
31,management,married,tertiary,1575,cellular,aug,4,unknown,0,8
42,management,divorced,tertiary,1622,cellular,aug,2,unknown,0,8
42,technician,single,secondary,0,cellular,aug,4,unknown,0,8
46,unemployed,married,secondary,3533,cellular,aug,2,unknown,0,8
59,retired,married,primary,94,cellular,aug,2,unknown,0,8
58,retired,married,secondary,7560,cellular,aug,2,unknown,0,8
32,management,divorced,tertiary,874,cellular,aug,6,unknown,1,8
49,management,married,secondary,0,cellular,aug,2,unknown,0,8
34,management,single,tertiary,1009,cellular,aug,2,unknown,0,8
33,technician,single,secondary,827,cellular,aug,4,unknown,0,8
30,management,single,tertiary,74,cellular,aug,5,unknown,0,8
39,housemaid,married,primary,562,cellular,aug,2,unknown,0,8
34,blue-collar,married,secondary,172,cellular,aug,2,unknown,0,8
32,management,single,tertiary,100,cellular,aug,2,unknown,0,8
52,management,married,tertiary,0,cellular,aug,2,unknown,0,8
58,technician,married,secondary,1463,cellular,aug,3,unknown,0,8
49,unknown,married,secondary,1269,cellular,aug,9,unknown,0,8
36,management,single,tertiary,419,cellular,aug,2,unknown,0,8
30,management,single,tertiary,67,cellular,aug,2,unknown,0,8
36,technician,married,secondary,1659,cellular,aug,2,unknown,0,8
35,management,married,tertiary,362,cellular,aug,8,unknown,0,8
30,technician,single,secondary,700,cellular,aug,2,unknown,0,8
